ID;Text;Label
TR2-11;Enzymes can be compartmentalized, with different metabolic pathways occurring in different cellular compartments. For example, fatty acids are synthesized by one set of enzymes in the cytosol, endoplasmic reticulum and Golgi and used by a different set of enzymes as a source of energy in the mitochondrion, through β-oxidation. In addition, trafficking of the enzyme to different compartments may change the degree of protonation (e.g., the neutral cytoplasm and the acidic lysosome) or oxidative state (e.g., oxidizing periplasm or reducing cytoplasm) which in turn affects enzyme activity. In contrast to partitioning into membrane bound organelles, enzyme subcellular localisation may also be altered through polymerisation of enzymes into macromolecular cytoplasmic filaments.;Human
TR2-12;X-ray diffraction is a technique used to determine the crystal structure of materials. It involves bombarding a crystal with X-rays, which scatter off the atoms and produce a diffraction pattern. By analyzing this pattern, researchers can infer the arrangement of atoms within the crystal, including their positions, distances, and bond angles. This information is used to construct a three-dimensional model of the crystal structure, providing valuable insights into the material's properties and behavior. The technique is widely used in fields such as chemistry, physics, and materials science. It helps understand the relationship between structure and function.;Meta
TR2-13;Cellular respiration is the metabolic process by which cells break down glucose and other organic molecules to produce ATP, the universal energy currency. The process proceeds through glycolysis in the cytoplasm, generating pyruvate and a net yield of two ATP molecules, followed by pyruvate oxidation and the citric acid cycle in the mitochondrial matrix, which produce NADH and FADH2 as electron carriers. These carriers donate electrons to the mitochondrial electron transport chain, driving ATP synthesis through oxidative phosphorylation with a theoretical yield of approximately 32 ATP per glucose. Oxygen serves as the terminal electron acceptor, being reduced to water. Anaerobic conditions divert pyruvate to fermentation pathways with substantially lower ATP yield.;Anthropic
TR2-14;In biochemical reactions, steady-state conditions occur when the concentration of intermediate substrates remains constant over time. This equilibrium is achieved when the rate of substrate formation equals the rate of substrate consumption. Steady-state conditions are crucial for enzyme-catalyzed reactions, as they allow for optimal enzyme activity and efficient metabolite production. Under steady-state conditions, the reaction rate is determined by the enzyme's kinetic parameters, such as Vmax and Km, enabling the prediction of reaction outcomes and facilitating the understanding of complex biochemical pathways. This concept is fundamental to understanding metabolic regulation and cellular homeostasis.;Meta
TR2-15;Abiogenesis refers to the process by which life emerged from non-living matter. It is believed to have occurred approximately 3.5 billion years ago, involving the spontaneous assembly of organic compounds and their subsequent organization into complex structures. Simple molecules, such as amino acids and nucleotides, interacted and reacted to form more complex entities, eventually giving rise to self-replicating systems and the first living cells. This chemical origin of life is thought to have been facilitated by energy sources, such as lightning and ultraviolet radiation, in primordial environments like hydrothermal vents or primordial oceans.;Meta
TR2-16;Nearly all atmospheric water vapor or moisture is found in the troposphere, so it is the layer where most of Earth's weather takes place. The ability of the atmosphere to retain water decreases as the temperature declines, so 90% of the water vapor is held in the lower part of the troposphere. It has basically all the weather-associated cloud genus types generated by active wind circulation, although very tall cumulonimbus thunder clouds can penetrate the tropopause from below and rise into the lower part of the stratosphere. Most conventional aviation activity takes place in the troposphere, and it is the only layer accessible by propeller-driven aircraft. Contrails are formed from jet engine water emission at altitudes where the atmospheric temperature;Human
TR2-17;In approximately 5 billion years, the Sun will exhaust its hydrogen fuel and expand into a red giant, engulfing the inner planets. This phase, known as the asymptotic giant branch (AGB), will increase the Sun's radius by 100 times. The habitable zones of the outer planets, such as Jupiter's moon Europa, may become temporarily habitable due to increased radiation and heat. The AGB phase will also lead to significant mass loss, influencing the orbital dynamics and potential habitability of the remaining planets, ultimately shaping the Solar System's future evolution and potential for life.;Meta
TR2-18;Candidate recoiling black holes include NGC 3718, SDSS1133, 3C 186, E1821+643 and SDSSJ0927+2943. Candidate runaway black holes are HE0450–2958, CID-42 and objects around RCP 28. Runaway supermassive black holes may trigger star formation in their wakes. A linear feature near the dwarf galaxy RCP 28 was interpreted as the star-forming wake of a candidate runaway black hole. Later it was however found that this feature is likely a bulge-less edge-on galaxy. A study using JWST spectroscopy did however find more evidence for this object being produced by a runaway black hole.;Human
TR2-19;Michaelis‑Menten kinetics describes how the initial rate (v) of an enzyme‑catalyzed reaction depends on substrate concentration ([S]). The model assumes a rapid, reversible formation of an enzyme–substrate complex (ES) that then converts to product (P) irreversibly. The relationship is expressed as \(v = \frac{V_{\max}[S]}{K_M + [S]}\), where \(V_{\max}\) is the maximal rate at saturating substrate. The Michaelis constant (\(K_M\)) equals \((k_{-1}+k_{cat})/k_1\) and approximates the substrate concentration at which v = ½ \(V_{\max}\). A low \(K_M\) indicates high affinity (enzyme efficiently binds substrate), while a high \(K_M\) reflects weaker binding. \(K_M\) and \(V_{\max}\) together characterize catalytic efficiency,;Openai
TR2-20;When a massive star exhausts its fuel, it collapses under gravity, causing a supernova explosion. If the star is sufficiently massive, its core collapses into a singularity, forming a black hole. The star's immense density and gravity warp spacetime, creating an event horizon that traps matter and energy. As the core collapses, it releases an enormous amount of energy, while the black hole's strong gravity prevents anything, including light, from escaping, making it invisible and observable only through its effects on surrounding matter and spacetime. This process marks the birth of a black hole.;Meta
TR2-21;"Quantum entanglement occurs when two or more particles interact so that their quantum states become linked, no matter how far apart they later drift. A measurement performed on one particle instantly determines the corresponding property of its partner, because the pair shares a single, inseparable wavefunction. These “correlated particles” exhibit outcomes that are statistically linked beyond what classical physics predicts; the correlation persists even when the particles are separated by kilometers. Entanglement does not transmit information faster than light—it merely reveals that the particles’ properties were defined together at the moment of interaction. This phenomenon underlies emerging technologies such as quantum cryptography and computing.";Openai
TR2-22;The H5N1 avian influenza virus is a highly pathogenic strain that primarily affects birds. Although rare, human cases can occur through direct contact with infected poultry. The virus has a high mortality rate, sparking concerns about pandemic potential. However, human-to-human transmission is currently limited, and most cases are isolated. Continued surveillance and monitoring are essential to mitigate the risk of a potential pandemic, as the virus could mutate and become more transmissible among humans, posing a significant global health threat. Vigilance and preparedness are crucial to prevent and respond to potential outbreaks.;Meta
TR2-23;Charles Darwin’s theory of natural selection explains how species evolve over time. Within any population, individuals vary in traits such as size, speed, or coloration. Those variations arise randomly through genetic mutation and recombination. Because resources (food, shelter, mates) are limited, individuals compete for survival and reproduction. Traits that confer an advantage in a given environment increase an individual’s chances of surviving and producing offspring, thereby passing those advantageous genes to the next generation. Over many generations, beneficial traits become more common while less useful ones fade away. This gradual, differential survival and reproduction—“survival of the fittest”—drives the adaptation and diversification of life.;Openai
TR2-24;Biochemistry is the scientific discipline that explores the chemical processes occurring within and related to living organisms. It bridges biology and chemistry by studying the structures, functions, and interactions of biological macromolecules including proteins, nucleic acids, carbohydrates, and lipids, as well as small molecule metabolites and their enzymatic transformations. Metabolic pathways such as glycolysis, the citric acid cycle, fatty acid oxidation, and amino acid catabolism are central topics, along with signal transduction cascades and the molecular basis of genetic information flow. Biochemical techniques including spectroscopy, chromatography, mass spectrometry, and crystallography enable characterization of biomolecules. Clinical biochemistry applies this knowledge to diagnose and monitor disease through analysis of blood and tissue biomarkers.;Anthropic
TR2-25;In approximately 5 billion years, the Sun will exhaust its hydrogen fuel and expand into a red giant. At this stage, it will engulf the inner planets, including Mercury and Venus, and possibly reach Earth's orbit. The Sun's surface temperature will decrease, but its luminosity will increase, potentially making the outer planets habitable. The red giant phase will last about 1 billion years, after which the Sun will shed its outer layers, forming a planetary nebula, and leave behind a white dwarf remnant, marking the final stage of the Solar System's evolution.;Meta
TR2-26;"Lung cancer is most often caused by exposure to carcinogens that damage the cells lining the airways. The leading cause is tobacco smoking, responsible for roughly 85 % of cases; the risk rises with the number of cigarettes smoked and the duration of the habit. Inhalation of second‑hand smoke, radon gas (a radioactive decay product that can accumulate in homes), asbestos fibers, silica, diesel exhaust, and other occupational pollutants also increase risk. Genetic susceptibility—such as family history of lung cancer or inherited mutations—can amplify these effects. Additional risk factors include advancing age (most diagnoses occur after 60), chronic lung diseases (e.g., COPD, pulmonary fibrosis), and, to a lesser extent, gender and socioeconomic status, which influence exposure patterns and access to";Openai
TR2-27;"The genetic code likely arose when primitive molecules began to link specific nucleic‑acid sequences with particular amino acids, creating a “translation” system that could copy functional proteins. Early Earth’s chemistry produced short RNA strands that both stored information and catalyzed reactions; this dual role is the core of the RNA‑world hypothesis. In that scenario, self‑replicating ribozymes emerged, eventually evolving mechanisms to attach amino acids to RNA adapters (proto‑tRNAs). Natural selection favored sets of codon‑anticodon pairings that yielded useful peptides, gradually fixing the universal triplet code we see today. Thus, an RNA‑based world provided the platform from which the modern DNA‑protein system evolved.";Openai
TR2-28;Epigenetics refers to heritable changes in gene expression that do not involve alterations to the underlying DNA sequence. These changes, such as DNA methylation and histone modification, affect gene activity by modifying chromatin structure. Epigenetic marks can be influenced by environmental factors, lifestyle, and disease, and can be passed on to subsequent generations. This mechanism allows for phenotypic variation without altering the genetic code, enabling organisms to adapt to changing environments and influencing development, growth, and disease susceptibility. Epigenetic regulation plays a crucial role in shaping the complex relationships between genes, environment, and traits.;Meta
TR2-29;Ribosomes are large macromolecular complexes composed of ribosomal RNA and proteins that catalyze the translation of messenger RNA into polypeptide chains. In prokaryotes, the 70S ribosome consists of a 30S small subunit, which decodes the mRNA, and a 50S large subunit, which catalyzes peptide bond formation through its peptidyl transferase center—an activity intrinsic to the 23S ribosomal RNA, establishing ribosomes as ribozymes. Eukaryotic 80S ribosomes are structurally analogous but larger and more complex. Ribosomes cycle through initiation, elongation, and termination phases with the assistance of numerous protein factors. Their central role in all cellular life makes them targets for clinically important antibiotics including tetracyclines, macrolides, and aminoglycosides, which selectively inhibit bacterial ribosomes.;Anthropic
TR2-30;Enzyme catalysis is a crucial process where enzymes dramatically speed up biochemical reactions without being consumed themselves. They achieve this by lowering the activation energy of a reaction, essentially providing a pathway for reactants to bind and transform into products. The process begins with the enzyme’s active site – a specific region shaped to bind a particular substrate. The substrate then undergoes a chemical transformation facilitated by the enzyme’s structure, creating an enzyme-substrate complex. This complex is then converted into products, releasing the enzyme back into its original form, ready to catalyze another reaction. It’s a remarkably efficient mechanism for life’s chemical processes!;Google
TR2-31;Covalent bonds form when two atoms share one or more pairs of electrons, allowing each atom to attain a more stable electron configuration—often resembling the nearest noble gas. The shared electrons occupy molecular orbitals that lie between the nuclei, creating an attractive force that holds the atoms together. Bond strength and length depend on factors such as the number of shared electron pairs (single, double, or triple bonds) and the electronegativity of the atoms involved. In non‑polar covalent bonds, electron density is evenly distributed, while in polar covalent bonds it is shifted toward the more electronegative atom, giving the bond a slight dipole. This type of bonding underlies the structure of most organic molecules and many inorganic compounds.;Openai
TR2-32;"As a result of farming, deforestation and infrastructural development, the giant panda has been driven out of the lowland areas where it once lived. The Fourth National Survey (2011–2014), published in 2015, estimated that the wild population of giant pandas aged over 1.5 years (i.e. excluding dependent young) had increased to 1,864 individuals; based on this number, and using the available estimated percentage of cubs in the population (9.6%), the IUCN estimated the total number of Pandas to be approximately 2,060. Since 2016, it has been listed as Vulnerable on the IUCN Red List. In July 2021, Chinese authorities also classified the giant panda as vulnerable. It is a conservation-reliant species. By 2007, the captive population comprised 239 giant pandas";Human
TR2-33;Stem cells are undifferentiated cells capable of both self-renewal through mitotic cell division and differentiation into specialized cell types. Embryonic stem cells can differentiate into any cell type in the body, making them pluripotent, while adult stem cells are typically multipotent, generating only cell types within their tissue of origin. Induced pluripotent stem cells are adult cells reprogrammed to a pluripotent state through genetic modification. Stem cell therapies show promise for treating degenerative diseases, though ethical considerations and technical challenges remain significant.;Anthropic
TR2-34;"The evolutionary success and rapid diversification of angiosperms are largely attributed to their coevolutionary relationships with animal pollinators, particularly insects, birds, and bats. Unlike gymnosperms, which rely primarily on wind for pollen dispersal, flowering plants developed specialized traits—such as nectar production, vivid pigmentations, and complex volatile scents—to attract specific floral visitors. This mutualism often leads to pollination syndromes, where the morphology of a flower evolves to match the anatomy and sensory capabilities of its primary pollinator. For example, tube-shaped flowers often coevolve with long-tongued insects or hummingbirds, ensuring high pollination efficiency through physical ""fit."" This specialized relationship acts as a driver for reproductive isolation, as minor changes in floral structure can shift a plant's pollinator reliance, leading to the formation";Human
TR2-35;"Michaelis-Menten kinetics provides a mathematical framework for describing the relationship between substrate concentration and the rate of enzyme-catalyzed reactions. The model assumes a two-step mechanism: substrate binds reversibly to the enzyme to form an enzyme-substrate complex, which then yields product and regenerates free enzyme. The Michaelis constant Km represents the substrate concentration at which reaction velocity is half its maximum value Vmax, serving as an inverse measure of enzyme-substrate affinity. At low substrate concentrations, reaction rate increases approximately linearly with substrate; at high concentrations, the enzyme becomes saturated and velocity approaches Vmax. Deviations from Michaelis-Menten behavior often indicate allosteric regulation or multiple substrate binding sites.";Anthropic
TR2-36;Photosynthesis is the process by which certain organisms—principally plants, algae, and cyanobacteria—convert carbon‑dioxide and water into organic sugars using sunlight, releasing oxygen as a by‑product. Light energy excites electrons in pigment molecules (e.g., chlorophyll), driving a series of redox reactions that ultimately produce the energy‑rich molecule ATP and the reducing power NADPH, which fuel carbon fixation in the Calvin cycle. Around 2.4 billion years ago, the widespread emergence of oxygenic photosynthesis in cyanobacteria triggered the Great Oxygenation Event, a planetary shift that flooded the atmosphere and oceans with free O₂. This rise in oxygen reshaped Earth’s chemistry, enabled aerobic metabolism, and paved the way for complex life.;Openai
TR2-37;All animals more advanced than sponges have nervous systems. However, even sponges, unicellular animals, and non-animals such as slime molds have cell-to-cell signalling mechanisms that are precursors to those of neurons. In radially symmetric animals such as the jellyfish and hydra, the nervous system consists of a nerve net, a diffuse network of isolated cells. In bilaterian animals, which make up the great majority of existing species, the nervous system has a common structure that originated early in the Ediacaran period, over 550 million years ago.;Human
TR2-38;Anticyclones are persistent, low-pressure systems characterized by a rapidly rotating, vertically-extended column of air. They form when warm, moist air rises rapidly, creating a zone of descending air that traps the rising air within a cyclonic circulation. This descending air cools and condenses, leading to increased cloud formation and precipitation. High-pressure systems are crucial for stable weather patterns, as they create a favorable environment for sustained atmospheric circulation and predictable conditions. Their formation is driven by the balance between rising warm air and descending cool air, resulting in a characteristic spinning pattern in the sky.;Google
TR2-39;DNA replication is the process by which a cell duplicates its genome before cell division, ensuring each daughter cell receives a complete copy of the genetic information. Replication is semiconservative: each parental strand serves as a template for synthesis of a complementary new strand, producing two identical daughter molecules each containing one original and one newly synthesized strand. The process begins at specific sequences called origins of replication, where helicase unwinds the double helix. DNA polymerase synthesizes new strands only in the 5' to 3' direction, necessitating continuous synthesis on the leading strand and discontinuous Okazaki fragment synthesis on the lagging strand, which are subsequently joined by DNA ligase.;Anthropic
TR2-40;"The endocrine system regulates physiological processes through chemical messengers called hormones secreted by specialized glands into the bloodstream, exerting effects on distant target tissues expressing specific receptors. Major endocrine glands include the hypothalamus and pituitary, which form a hierarchical regulatory axis controlling thyroid, adrenal, and gonadal function; the pancreatic islets, which regulate blood glucose through insulin and glucagon; and the adrenal glands, which produce cortisol and adrenaline in stress responses. Hormone signaling involves either binding to cell surface receptors coupled to second messenger cascades or to intracellular nuclear receptors that directly regulate gene transcription. Endocrine disrupting chemicals in the environment that mimic or antagonize hormones pose significant public health concerns.";Anthropic
TR2-41;Continental drift, the now-superseded precursor theory to plate tectonics, was proposed by Alfred Wegener in 1912 based on the geometric fit of continents, matching geological formations across ocean basins, and similarities in fossil assemblages on now-separate landmasses. Wegener proposed that the supercontinent Pangaea began fragmenting approximately 200 million years ago, with continents drifting to their current positions. Although his mechanism—centrifugal force and tidal attraction—was physically inadequate, the observational evidence he compiled was ultimately vindicated by the discovery of seafloor spreading and paleomagnetic reversal records. Wegener's hypothesis, initially rejected by the geological community, became a foundational precursor to the modern plate tectonic revolution.;Anthropic
TR2-42;Photosynthesis, driven by cyanobacteria, converted CO2 and H2O into glucose and O2, revolutionizing Earth's atmosphere. The Great Oxygenation Event (2.7 billion years ago) marked a pivotal shift, as oxygen levels rose, supporting complex life forms. This process, fueled by sunlight, transformed the planet, enabling aerobic respiration and paving the way for diverse ecosystems. The increased oxygenation had a profound impact, shaping the course of evolution and ultimately giving rise to the complex life we see today. This event remains a cornerstone of Earth's history, underscoring the significance of photosynthesis and oxygenation.;Meta
TR2-43;Lung cancer is a complex disease with multiple contributing factors. The primary cause is exposure to carcinogens – things like tobacco smoke, asbestos, radon, and air pollution – which damage lung cells. Genetic predisposition also plays a role, with certain inherited mutations increasing risk. Lifestyle factors like smoking are overwhelmingly linked, significantly increasing the likelihood of developing the disease. Exposure to occupational hazards, such as asbestos in the past, and exposure to radon are also significant risk factors. Age is a major risk factor, with the risk increasing with increasing years of exposure.;Google
TR2-44;X-ray diffraction (XRD) is a technique that analyzes the way X-rays interact with matter. When X-rays pass through a sample, they are scattered in various directions. This diffraction pattern – a series of peaks – reveals information about the arrangement of atoms within a crystal. Crystal structure analysis, derived from XRD, essentially “reads” this pattern. By comparing the observed diffraction pattern to theoretical models, scientists can determine the three-dimensional structure of a crystal, including its atomic positions, bond lengths, and symmetry. This is crucial for understanding materials’ properties, from their strength to their optical behavior.;Google
TR2-45;Photosynthesis, driven by cyanobacteria, converted CO2 and H2O into glucose and O2, revolutionizing Earth's atmosphere. The Great Oxygenation Event (2.7 billion years ago) marked a pivotal shift, as oxygen levels rose, supporting complex life forms. This process, fueled by sunlight, transformed the planet, enabling aerobic respiration and paving the way for diverse ecosystems. The increased oxygenation had a profound impact, shaping the course of evolution and ultimately giving rise to the complex life we see today. This event remains a cornerstone of Earth's history, underscoring the significance of photosynthesis and oxygenation.;Meta
TR2-46;Molecular biology investigates the molecular mechanisms underlying biological processes, particularly the structure, function, and interactions of nucleic acids and proteins. Central to the field is the central dogma: genetic information flows from DNA to RNA through transcription and from RNA to protein through translation. Transcription factors, regulatory RNA molecules, and chromatin remodeling complexes modulate gene expression in response to developmental and environmental signals. Techniques including polymerase chain reaction, gel electrophoresis, DNA sequencing, Western blotting, and fluorescence microscopy form the methodological toolkit of molecular biology. The field intersects with genetics, biochemistry, cell biology, and bioinformatics, and has produced transformative technologies including recombinant DNA, monoclonal antibodies, and CRISPR gene editing.;Anthropic
TR2-47;"In hypothesis testing, a Type I error occurs when the null hypothesis (H₀) is true but is incorrectly rejected; its probability is the significance level α, commonly set at 0.05. Conversely, a Type II error happens when H₀ is false yet fails to be rejected, with probability β. The complement of β (1 – β) is the test’s power, reflecting its ability to detect a true effect. Reducing α lowers the chance of a false positive but typically raises β, decreasing power; increasing sample size or effect size can diminish both errors simultaneously. Balancing these errors is essential for reliable scientific inference.";Openai
TR2-48;Codon usage bias refers to the tendency of cells to preferentially utilize certain DNA codons (three-base sequences) for protein synthesis compared to others. This isn’t a conscious choice by the cell, but rather a result of evolutionary pressures. Different organisms and even different cell types exhibit varying preferences, often favoring specific codons for specific amino acids. This bias is driven by the fact that certain codons are more efficiently translated into specific protein sequences, increasing protein production. It’s a significant factor in understanding variation across species and can influence phenotypic traits.;Google
TR2-49;Subduction zones are regions where one tectonic plate descends beneath another, forming deep ocean trenches and volcanic arcs. This occurs primarily at convergent plate boundaries, where plates collide. As the denser plate sinks, it releases water and heat, generating magma that rises to the surface, resulting in volcanic activity and earthquakes. The sinking plate also causes the crust to buckle and fold, creating mountain ranges like the Andes. These zones are crucial for the Earth’s geological cycle, shaping continents and influencing global climate patterns.;Google
TR2-50;X-ray diffraction is a powerful analytical technique used to determine the atomic and molecular structure of crystalline materials. When a beam of X-rays strikes a crystal, the regularly spaced atomic planes diffract the beam at specific angles described by Bragg's law: nλ = 2d sinθ, where λ is wavelength, d is interplanar spacing, and θ is the angle of incidence. The resulting diffraction pattern encodes structural information that can be computationally interpreted to produce three-dimensional atomic models. Since its development in the early twentieth century, X-ray crystallography has revealed the structures of proteins, nucleic acids, and pharmaceuticals, fundamentally advancing structural biology and materials science.;Anthropic
TR2-51;Supermassive black holes (SMBHs) reside at the heart of most galaxies, including our own Milky Way. These behemoths are regions of immense gravity, typically millions or billions of times the mass of the Sun, compressed into a surprisingly small space. They form through the accretion of vast amounts of matter – gas, dust, and even stars – over billions of years. As matter spirals inwards, it forms a swirling disk around the black hole, generating intense radiation and powerful jets that beam outwards. Their immense gravity dictates the overall structure and evolution of the galaxy they inhabit, profoundly impacting the galaxy’s shape and dynamics.;Google
TR2-52;"Fermentation is a metabolic process by which microorganisms and certain cell types generate energy from organic compounds in the absence of oxygen, producing characteristic end products such as ethanol, lactic acid, or acetic acid. Glycolysis provides a net yield of two ATP per glucose, with NAD+ regeneration from NADH essential for sustaining glycolytic flux. In alcoholic fermentation, yeast reduces pyruvate to ethanol and carbon dioxide; in lactic acid fermentation, pyruvate is reduced to lactate, as occurs in skeletal muscle during intense exercise. Fermentation has been exploited by humans for millennia in food production including bread, beer, wine, yogurt, and cheese, and is increasingly applied in biotechnology for pharmaceutical and industrial chemical production.";Anthropic
TR2-53;The permeability of a membrane is the rate of passive diffusion of molecules through the membrane. These molecules are known as permeant molecules. Permeability depends mainly on the electric charge and polarity of the molecule and to a lesser extent the molar mass of the molecule. Due to the cell membrane's hydrophobic nature, small electrically neutral molecules pass through the membrane more easily than charged, large ones. The inability of charged molecules to pass through the cell membrane results in pH partition of substances throughout the fluid compartments of the body.;Human
TR2-54;Anthocyanins are water‑soluble flavonoid pigments that give many fruits, vegetables, and flowers their red, purple, or blue hues. Their molecular structure contains a flavylium ion, which absorbs light in the 500–550 nm range, and can undergo pH‑dependent structural changes that alter coloration. In plants, anthocyanins protect against UV radiation, deter herbivores, and act as antioxidants that mitigate oxidative stress. In humans, dietary anthocyanins have been linked to reduced risk of cardiovascular disease, improved endothelial function, and anti‑inflammatory effects, largely through scavenging reactive oxygen species and modulating signaling pathways such as NF‑κB and Nrf2. Regular consumption of anthocyanin‑rich foods (e.g., berries, red cabbage) therefore supports overall health.;Openai
TR2-55;"As a part of reducing its influence, De Beers withdrew from purchasing diamonds on the open market in 1999 and ceased, at the end of 2008, purchasing Russian diamonds mined by the largest Russian diamond company Alrosa. As of January 2011, De Beers states that it only sells diamonds from the following four countries: Botswana, Namibia, South Africa and Canada. Apart from Alrosa, other important diamond mining companies include BHP, which is the world's largest mining company; Rio Tinto, the owner of the Argyle (100%), Diavik (60%), and Murowa (78%) diamond mines; and Petra Diamonds, the owner of several major diamond mines in Africa.";Human
TR2-56;Schrödinger’s cat is a thought experiment devised by Erwin Schrödinger to illustrate the bizarre implications of applying quantum mechanics to everyday objects. It imagines a cat sealed in a box with a device that has a 50% chance of releasing a poison. Until the box is opened, the cat is, according to quantum mechanics, in a superposition – simultaneously existing in both states of “alive” and “dead.” This isn’t about the cat being literally alive or dead, but rather a fundamental principle that quantum systems can exist in multiple states concurrently until observed. The experiment highlights the challenge of reconciling the probabilistic nature of the quantum world with our classical understanding of reality.”;Google
TR2-57;Ionic bonds are formed through electrostatic attraction – a powerful force arising from the difference in electrical charge between atoms. Specifically, one atom, typically a metal, loses electrons, creating a positively charged ion (cation). Another atom, usually a nonmetal, gains electrons, creating a negatively charged ion (anion). These oppositely charged ions are then strongly attracted to each other through Coulomb’s law, resulting in a stable, crystalline structure. This attraction is fundamental to many minerals and salts, creating materials like salt, graphite, and even the structure of rocks. It’s a key force driving many chemical reactions.;Google
